index,Course,Grade,Section_Grade,Course_Type,Cluster
3861,Anatomy and Physiology Honors,12,90.89,Science,0
3862,Government and Politics: United States AP,12,90.32,Humanities,0
3863,English Literature and Composition AP,12,86.52,English,2
3864,Spanish Language and Culture AP,12,94.01,Foreign Language,1
3865,Calculus I Honors,12,89.01,Math,0
3866,Anatomy and Physiology Honors,12,82.54,Science,2
3867,Government and Politics: United States AP,12,81.91,Humanities,2
3868,Social Entrepreneurship III Advanced,12,92.75,Entrepreneurship,0
3869,English Literature and Composition AP,12,76.68,English,2
3870,Spanish V Honors,12,86.59,Foreign Language,2
3871,Statistics AP,12,81.83,Math,2
3872,Calculus I Honors,12,83.81,Math,2
3873,Anatomy and Physiology Honors,12,77.91,Science,2
3874,European History AP,12,81.53,Humanities,2
3875,Women Writers Post-AP,12,93.9,English,1
3876,Seminar in Visual Arts Post-AP,12,99.47,Arts,1
3877,Chinese Language and Culture AP,12,91.24,Foreign Language,0
3878,Calculus BC AP,12,92.88,Math,0
3879,Physics C AP: Mechanics,12,91.03,Science,0
3880,Psychology AP,12,94.29,Psychology,1
3881,Microeconomics AP,12,93.8,Humanities,1
3882,Mythology Classical and World Literature Post-AP,12,94.21,English,1
3883,Spanish Literature and Culture AP,12,90.89,Foreign Language,0
3884,Statistics AP,12,92.63,Math,0
3885,Calculus I Honors,12,96.25,Math,1
3886,Physics I AP,12,84.04,Science,2
3887,Microeconomics AP,12,87.65,Humanities,0
3888,English Literature and Composition AP,12,76.77,English,2
3889,Spanish: 20th Century Latin American Literature Post-AP,12,87.04,Foreign Language,0
3890,Calculus I Honors,12,93.96,Math,1
3891,Anatomy and Physiology Honors,12,91.77,Science,0
3892,Social Entrepreneurship III Advanced,12,88.79,Entrepreneurship,0
3893,Microeconomics AP,12,80.24,Humanities,2
3894,English Literature and Composition AP,12,84.65,English,2
3895,Spanish Language and Culture AP,12,94.76,Foreign Language,1
3896,Statistics AP,12,78.29,Math,2
3897,Calculus I Honors,12,92.67,Math,0
3898,Anatomy and Physiology Honors,12,79.54,Science,2
3899,Government and Politics: United States AP,12,80.86,Humanities,2
3900,Shakespeare Post-AP,12,95.31,English,1
3901,Spanish Literature and Culture AP,12,94.73,Foreign Language,1
3902,Calculus BC AP,12,97.58,Math,1
3903,Biology AP,12,96.55,Science,1
3904,Organic Chemistry Post-AP,12,96.54,Science,1
3905,European History AP,12,96.2,Humanities,1
3906,English Literature and Composition AP,12,96.52,English,1
3907,Spanish Literature and Culture AP,12,97.14,Foreign Language,1
3908,Calculus AB AP,12,96.7,Math,1
3909,Computer Science Principles AP,12,97.87,Science,1
3910,Biology Post-AP,12,94.15,Science,1
3911,Chemistry AP,12,96.35,Science,1
3912,European History AP,12,96.73,Humanities,1
3913,Mythology Classical and World Literature Post-AP,12,94.83,English,1
3914,Talented Writers Program III Honors,12,94.98,English,1
3915,Seminar in Visual Arts Post-AP,12,98.94,Arts,1
3916,Chinese Language and Culture AP,12,97.14,Foreign Language,1
3917,Calculus AB AP,12,91.75,Math,0
3918,Chemistry AP,12,86.49,Science,2
3919,European History AP,12,96.65,Humanities,1
3920,English Literature and Composition AP,12,91.59,English,0
3921,Spanish IV,12,89.85,Foreign Language,0
3922,Statistics AP,12,94.51,Math,1
3923,Calculus BC AP,12,93.0,Math,0
3924,Artificial Intelligence Post-AP,12,89.68,Computer Science,0
3925,Physics C AP: Mechanics,12,88.69,Science,0
3926,Microeconomics AP,12,87.04,Humanities,0
3927,Mythology Classical and World Literature Post-AP,12,95.54,English,1
3928,Spanish Literature and Culture AP,12,94.74,Foreign Language,1
3929,Calculus AB AP,12,92.5,Math,0
3930,Biology AP,12,99.09,Science,1
3931,Organic Chemistry Post-AP,12,98.27,Science,1
3932,European History AP,12,99.05,Humanities,1
3933,AP Research (Capstone Year 2),12,100.0,Research,1
3934,English Literature and Composition AP,12,95.82,English,1
3935,Studio Art Drawing AP,12,97.17,Arts,1
3936,Spanish Language and Culture AP,12,96.25,Foreign Language,1
3937,Calculus AB AP,12,90.55,Math,0
3938,Biology AP,12,90.19,Science,0
3939,AP Research (Capstone Year 2),12,100.0,Research,1
3940,Microeconomics AP,12,93.36,Humanities,1
3941,English Literature and Composition AP,12,93.45,English,1
3942,Art History AP,12,95.49,Humanities,1
3943,Spanish IV,12,88.67,Foreign Language,0
3944,Statistics AP,12,85.11,Math,2
3945,Environmental Science AP,12,86.08,Science,2
3946,European History AP,12,91.03,Humanities,0
3947,Spanish Literature and Culture AP,12,97.23,Foreign Language,1
3948,Statistics AP,12,98.28,Math,1
3949,Calculus BC AP,12,98.93,Math,1
3950,Biology Post-AP,12,99.47,Science,1
3951,AP Research (Capstone Year 2),12,100.0,Research,1
3952,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
3953,English Literature and Composition AP,12,79.89,English,2
3954,Seminar in Visual Arts Post-AP,12,98.68,Arts,1
3955,French Language and Culture AP,12,90.18,Foreign Language,0
3956,Multivariable Calculus Post-AP,12,88.1,Math,0
3957,Artificial Intelligence Post-AP,12,96.74,Computer Science,1
3958,Physics C AP: Mechanics,12,91.74,Science,0
3959,Microeconomics AP,12,85.82,Humanities,2
3960,English Literature and Composition AP,12,89.82,English,0
3961,Latin AP,12,91.07,Foreign Language,0
3962,Calculus I Honors,12,85.15,Math,2
3963,Astronomy Honors,12,85.78,Science,2
3964,European History AP,12,81.58,Humanities,2
3965,English Literature and Composition AP,12,91.39,English,0
3966,Calculus BC AP,12,83.23,Math,2
3967,Artificial Intelligence Post-AP,12,98.53,Computer Science,1
3968,Physics C AP: Mechanics,12,91.16,Science,0
3969,European History AP,12,92.76,Humanities,0
3970,AP Research (Capstone Year 2),12,97.13,Research,1
3971,Mythology Classical and World Literature Post-AP,12,94.35,English,1
3972,Statistics AP,12,95.38,Math,1
3973,Calculus AB AP,12,91.86,Math,0
3974,Artificial Intelligence Post-AP,12,96.31,Computer Science,1
3975,Physics C AP: Mechanics,12,89.14,Science,0
3976,European History AP,12,97.51,Humanities,1
3977,AP Research (Capstone Year 2),12,100.0,Research,1
3978,English Literature and Composition AP,12,90.05,English,0
3979,Studio Art 3-D Design AP,12,98.29,Arts,1
3980,Latin AP,12,93.45,Foreign Language,1
3981,Calculus I Honors,12,90.2,Math,0
3982,Astronomy Honors,12,91.95,Science,0
3983,European History AP,12,92.7,Humanities,0
3984,English Literature and Composition AP,12,93.82,English,1
3985,Spanish Language and Culture AP,12,93.55,Foreign Language,1
3986,Calculus AB AP,12,95.14,Math,1
3987,Data Structures Post-AP,12,93.31,Computer Science,0
3988,Physics I AP,12,90.96,Science,0
3989,Microeconomics AP,12,91.14,Humanities,0
3990,Women Writers Post-AP,12,94.24,English,1
3991,Chinese Language and Culture AP,12,91.31,Foreign Language,0
3992,Multivariable Calculus Post-AP,12,96.6,Math,1
3993,Physics C AP: Mechanics,12,95.96,Science,1
3994,"Philosophy, Politics, and Economics Post-AP",12,93.03,Law and Politics,0
3995,Mythology Classical and World Literature Post-AP,12,92.49,English,0
3996,Spanish Language and Culture AP,12,95.73,Foreign Language,1
3997,Calculus BC AP,12,87.02,Math,0
3998,Data Structures Post-AP,12,91.06,Computer Science,0
3999,Physics I AP,12,95.46,Science,1
4000,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4001,Shakespeare Post-AP,12,91.46,English,0
4002,Spanish: 20th Century Latin American Literature Post-AP,12,96.5,Foreign Language,1
4003,Statistics AP,12,96.14,Math,1
4004,Calculus BC AP,12,93.45,Math,1
4005,Environmental Science AP,12,94.04,Science,1
4006,Psychology AP,12,95.59,Psychology,1
4007,European History AP,12,98.59,Humanities,1
4008,English Literature and Composition AP,12,94.24,English,1
4009,Seminar in Visual Arts Post-AP,12,98.53,Arts,1
4010,Spanish: 20th Century Latin American Literature Post-AP,12,95.17,Foreign Language,1
4011,Calculus BC AP,12,88.98,Math,0
4012,Chemistry AP,12,90.95,Science,0
4013,Microeconomics AP,12,92.43,Humanities,0
4014,English Literature and Composition AP,12,96.2,English,1
4015,Art History AP,12,96.15,Humanities,1
4016,Spanish Language and Culture AP,12,96.7,Foreign Language,1
4017,Calculus I Honors,12,97.69,Math,1
4018,Biology AP,12,91.4,Science,0
4019,Astronomy Honors,12,96.65,Science,1
4020,Shakespeare Post-AP,12,94.62,English,1
4021,French Language and Culture AP,12,95.45,Foreign Language,1
4022,Calculus AB AP,12,88.75,Math,0
4023,Chemistry AP,12,84.46,Science,2
4024,Psychology AP,12,97.43,Psychology,1
4025,AP Research (Capstone Year 2),12,100.0,Research,1
4026,English Literature and Composition AP,12,92.18,English,0
4027,Chinese Language and Culture AP,12,93.67,Foreign Language,1
4028,Calculus I Honors,12,95.75,Math,1
4029,Biology AP,12,84.73,Science,2
4030,Marine Science Honors,12,92.34,Science,0
4031,Microeconomics AP,12,86.47,Humanities,2
4032,English Literature and Composition AP,12,76.45,English,2
4033,Spanish IV,12,86.3,Foreign Language,2
4034,Calculus I Honors,12,90.71,Math,0
4035,Anatomy and Physiology Honors,12,83.29,Science,2
4036,European History AP,12,85.16,Humanities,2
4037,Microeconomics AP,12,79.28,Humanities,2
4038,Shakespeare Post-AP,12,96.17,English,1
4039,Spanish V Honors,12,97.59,Foreign Language,1
4040,Calculus BC AP,12,82.17,Math,2
4041,Physics I AP,12,91.53,Science,0
4042,European History AP,12,98.22,Humanities,1
4043,Mythology Classical and World Literature Post-AP,12,91.72,English,0
4044,Spanish Literature and Culture AP,12,89.79,Foreign Language,0
4045,Calculus AB AP,12,88.6,Math,0
4046,Biology AP,12,86.61,Science,2
4047,Anatomy and Physiology Honors,12,96.5,Science,1
4048,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4049,English Literature and Composition AP,12,76.14,English,2
4050,Studio Art 3-D Design AP,12,89.51,Arts,0
4051,Spanish V Honors,12,88.64,Foreign Language,0
4052,Calculus I Honors,12,84.25,Math,2
4053,Marine Science Honors,12,76.5,Science,2
4054,European History AP,12,77.39,Humanities,2
4055,English Literature and Composition AP,12,86.32,English,2
4056,Spanish IV,12,82.88,Foreign Language,2
4057,Calculus AB AP,12,79.58,Math,2
4058,Astronomy Honors,12,88.75,Science,0
4059,Anatomy and Physiology Honors,12,92.56,Science,0
4060,World History AP,12,86.53,Humanities,2
4061,English Literature and Composition AP,12,98.62,English,1
4062,Chinese Language and Culture AP,12,97.0,Foreign Language,1
4063,Statistics AP,12,96.59,Math,1
4064,Multivariable Calculus Post-AP,12,98.0,Math,1
4065,Artificial Intelligence Post-AP,12,98.88,Computer Science,1
4066,Physics C AP: Mechanics,12,98.44,Science,1
4067,English Literature and Composition AP,12,96.05,English,1
4068,Chinese V Honors,12,96.82,Foreign Language,1
4069,Calculus I Honors,12,98.4,Math,1
4070,Biology AP,12,92.53,Science,0
4071,Microeconomics AP,12,92.32,Humanities,0
4072,On The Fringe: Marginalized Voices in Literature Post-AP,12,98.72,English,1
4073,Spanish Language and Culture AP,12,96.25,Foreign Language,1
4074,Statistics AP,12,90.94,Math,0
4075,Calculus I Honors,12,91.35,Math,0
4076,Marine Science Honors,12,94.62,Science,1
4077,Microeconomics AP,12,85.93,Humanities,2
4078,English Literature and Composition AP,12,58.62,English,2
4079,Spanish: 20th Century Latin American Literature Post-AP,12,73.33,Foreign Language,2
4080,Calculus AB AP,12,86.78,Math,0
4081,Artificial Intelligence Post-AP,12,70.63,Computer Science,2
4082,Physics C AP: Mechanics,12,60.6,Science,2
4083,European History AP,12,76.42,Humanities,2
4084,Mythology Classical and World Literature Post-AP,12,97.53,English,1
4085,Spanish Language and Culture AP,12,95.35,Foreign Language,1
4086,Multivariable Calculus Post-AP,12,93.0,Math,0
4087,Artificial Intelligence Post-AP,12,96.96,Computer Science,1
4088,Organic Chemistry Post-AP,12,96.54,Science,1
4089,Science Research III Advanced,12,97.0,Science,1
4090,European History AP,12,97.42,Humanities,1
4091,Shakespeare Post-AP,12,93.95,English,1
4092,Spanish Language and Culture AP,12,97.53,Foreign Language,1
4093,Calculus I Honors,12,96.1,Math,1
4094,Chemistry AP,12,91.82,Science,0
4095,European History AP,12,97.03,Humanities,1
4096,AP Research (Capstone Year 2),12,99.51,Research,1
4097,Shakespeare Post-AP,12,93.45,English,1
4098,Chinese Language and Culture AP,12,95.34,Foreign Language,1
4099,Calculus BC AP,12,97.72,Math,1
4100,Chemistry AP,12,96.01,Science,1
4101,European History AP,12,98.67,Humanities,1
4102,"Philosophy, Politics, and Economics Post-AP",12,94.85,Law and Politics,1
4103,English Literature and Composition AP,12,88.37,English,0
4104,Spanish Language and Culture AP,12,91.3,Foreign Language,0
4105,Statistics AP,12,93.08,Math,0
4106,Calculus AB AP,12,83.35,Math,2
4107,Marine Science Honors,12,93.77,Science,1
4108,Microeconomics AP,12,87.64,Humanities,0
4109,English Literature and Composition AP,12,77.45,English,2
4110,Spanish V Honors,12,87.48,Foreign Language,0
4111,Calculus I Honors,12,81.48,Math,2
4112,Environmental Science AP,12,72.19,Science,2
4113,European History AP,12,75.08,Humanities,2
4114,Microeconomics AP,12,70.96,Humanities,2
4115,Shakespeare Post-AP,12,95.35,English,1
4116,Spanish Language and Culture AP,12,97.45,Foreign Language,1
4117,Statistics AP,12,95.34,Math,1
4118,Calculus BC AP,12,92.63,Math,0
4119,Chemistry AP,12,91.35,Science,0
4120,Science Research III Advanced,12,98.0,Science,1
4121,Microeconomics AP,12,96.41,Humanities,1
4122,Women Writers Post-AP,12,94.92,English,1
4123,Spanish Language and Culture AP,12,93.78,Foreign Language,1
4124,Multivariable Calculus Post-AP,12,92.8,Math,0
4125,Physics C AP: Mechanics,12,92.79,Science,0
4126,Science Research III Advanced,12,96.0,Science,1
4127,European History AP,12,94.06,Humanities,1
4128,English Literature and Composition AP,12,92.88,English,0
4129,Spanish Language and Culture AP,12,93.4,Foreign Language,1
4130,Calculus I Honors,12,96.46,Math,1
4131,Biology AP,12,85.62,Science,2
4132,Anatomy and Physiology Honors,12,91.6,Science,0
4133,Microeconomics AP,12,83.48,Humanities,2
4134,Shakespeare Post-AP,12,95.48,English,1
4135,Spanish Language and Culture AP,12,97.0,Foreign Language,1
4136,Calculus AB AP,12,92.95,Math,0
4137,Chemistry AP,12,93.58,Science,1
4138,AP Research (Capstone Year 2),12,100.0,Research,1
4139,Microeconomics AP,12,96.27,Humanities,1
4140,English Literature and Composition AP,12,95.77,English,1
4141,Chinese Language and Culture AP,12,93.99,Foreign Language,1
4142,Calculus AB AP,12,80.95,Math,2
4143,Data Structures Post-AP,12,87.26,Computer Science,0
4144,Biology AP,12,90.58,Science,0
4145,World History AP,12,101.63,Humanities,1
4146,English Literature and Composition AP,12,93.43,English,1
4147,French V Honors,12,84.76,Foreign Language,2
4148,Calculus I Honors,12,96.26,Math,1
4149,Astronomy Honors,12,93.24,Science,0
4150,Psychology AP,12,93.16,Psychology,0
4151,Microeconomics AP,12,90.91,Humanities,0
4152,Talented Writers Program III Honors,12,92.89,English,0
4153,Art History AP,12,94.04,Humanities,1
4154,Spanish Language and Culture AP,12,91.0,Foreign Language,0
4155,Calculus I Honors,12,89.15,Math,0
4156,Anatomy and Physiology Honors,12,84.51,Science,2
4157,Women Writers Post-AP,12,96.95,English,1
4158,Seminar in Visual Arts Post-AP,12,98.47,Arts,1
4159,Spanish Language and Culture AP,12,94.45,Foreign Language,1
4160,Calculus AB AP,12,79.0,Math,2
4161,Environmental Science AP,12,88.03,Science,0
4162,Government and Politics: United States AP,12,88.59,Humanities,0
4163,Microeconomics AP,12,82.96,Humanities,2
4164,Shakespeare Post-AP,12,96.15,English,1
4165,Spanish Language and Culture AP,12,96.1,Foreign Language,1
4166,Multivariable Calculus Post-AP,12,91.3,Math,0
4167,Organic Chemistry Post-AP,12,95.8,Science,1
4168,Psychology AP,12,96.26,Psychology,1
4169,Social Entrepreneurship III Advanced,12,97.38,Entrepreneurship,1
4170,Microeconomics AP,12,93.79,Humanities,1
4171,Mythology Classical and World Literature Post-AP,12,94.65,English,1
4172,French Language and Culture AP,12,93.33,Foreign Language,0
4173,Calculus AB AP,12,81.94,Math,2
4174,Physics I AP,12,79.36,Science,2
4175,Science Research III Advanced,12,97.0,Science,1
4176,European History AP,12,90.91,Humanities,0
4177,Shakespeare Post-AP,12,93.22,English,0
4178,Spanish IV,12,94.66,Foreign Language,1
4179,Calculus BC AP,12,96.62,Math,1
4180,Chemistry AP,12,95.96,Science,1
4181,AP Research (Capstone Year 2),12,100.0,Research,1
4182,Social Entrepreneurship III Advanced,12,93.38,Entrepreneurship,1
4183,Microeconomics AP,12,95.46,Humanities,1
4184,Shakespeare Post-AP,12,94.22,English,1
4185,Spanish: 20th Century Latin American Literature Post-AP,12,97.0,Foreign Language,1
4186,Calculus BC AP,12,93.22,Math,0
4187,Chemistry AP,12,92.47,Science,0
4188,European History AP,12,96.65,Humanities,1
4189,"Philosophy, Politics, and Economics Post-AP",12,94.24,Law and Politics,1
4190,English Literature and Composition AP,12,78.18,English,2
4191,Chinese Language and Culture AP,12,90.23,Foreign Language,0
4192,Calculus AB AP,12,87.71,Math,0
4193,Physics I AP,12,80.35,Science,2
4194,Psychology AP,12,79.82,Psychology,2
4195,Microeconomics AP,12,82.46,Humanities,2
4196,On The Fringe: Marginalized Voices in Literature Post-AP,12,96.6,English,1
4197,Art History AP,12,99.3,Humanities,1
4198,French Language and Culture AP,12,95.05,Foreign Language,1
4199,Calculus BC AP,12,94.18,Math,1
4200,Biology Post-AP,12,95.83,Science,1
4201,Chemistry AP,12,94.46,Science,1
4202,Science Research III Advanced,12,97.0,Science,1
4203,English Literature and Composition AP,12,83.99,English,2
4204,Spanish Language and Culture AP,12,94.0,Foreign Language,1
4205,Statistics AP,12,92.96,Math,0
4206,Physics I AP,12,76.54,Science,2
4207,European History AP,12,84.87,Humanities,2
4208,Microeconomics AP,12,86.16,Humanities,2
4209,Shakespeare Post-AP,12,96.4,English,1
4210,Spanish Language and Culture AP,12,95.35,Foreign Language,1
4211,Calculus AB AP,12,91.6,Math,0
4212,Environmental Science AP,12,94.96,Science,1
4213,European History AP,12,97.98,Humanities,1
4214,AP Research (Capstone Year 2),12,100.0,Research,1
4215,Women Writers Post-AP,12,95.93,English,1
4216,Latin AP,12,95.27,Foreign Language,1
4217,Calculus BC AP,12,94.82,Math,1
4218,Data Structures Post-AP,12,90.1,Computer Science,0
4219,Physics C AP: Mechanics,12,88.49,Science,0
4220,Microeconomics AP,12,92.91,Humanities,0
4221,English Literature and Composition AP,12,80.87,English,2
4222,Spanish V Honors,12,95.49,Foreign Language,1
4223,Calculus I Honors,12,95.05,Math,1
4224,Biology Post-AP,12,94.38,Science,1
4225,Chemistry AP,12,94.8,Science,1
4226,Microeconomics AP,12,90.41,Humanities,0
4227,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4228,English Literature and Composition AP,12,90.1,English,0
4229,Spanish IV,12,80.84,Foreign Language,2
4230,Calculus I Honors,12,78.28,Math,2
4231,Astronomy Honors,12,77.22,Science,2
4232,European History AP,12,74.89,Humanities,2
4233,English Literature and Composition AP,12,89.71,English,0
4234,Spanish Language and Culture AP,12,91.3,Foreign Language,0
4235,Calculus I Honors,12,88.15,Math,0
4236,Biology AP,12,87.47,Science,0
4237,European History AP,12,84.52,Humanities,2
4238,AP Research (Capstone Year 2),12,96.08,Research,1
4239,English Literature and Composition AP,12,92.66,English,0
4240,Spanish IV,12,93.51,Foreign Language,1
4241,Statistics AP,12,93.15,Math,0
4242,Calculus AB AP,12,90.76,Math,0
4243,Physics I AP,12,80.53,Science,2
4244,Microeconomics AP,12,91.74,Humanities,0
4245,English Literature and Composition AP,12,80.56,English,2
4246,Latin AP,12,88.17,Foreign Language,0
4247,Statistics AP,12,82.08,Math,2
4248,Calculus I Honors,12,86.09,Math,2
4249,Environmental Science AP,12,79.22,Science,2
4250,Microeconomics AP,12,76.82,Humanities,2
4251,Women Writers Post-AP,12,96.61,English,1
4252,Chinese Language and Culture AP,12,93.21,Foreign Language,0
4253,Calculus BC AP,12,90.78,Math,0
4254,Chemistry AP,12,93.06,Science,0
4255,Environmental Science AP,12,95.21,Science,1
4256,European History AP,12,93.53,Humanities,1
4257,English Literature and Composition AP,12,95.58,English,1
4258,Spanish V Honors,12,95.21,Foreign Language,1
4259,Calculus AB AP,12,93.4,Math,1
4260,Biology AP,12,92.54,Science,0
4261,Organic Chemistry Post-AP,12,97.92,Science,1
4262,Microeconomics AP,12,95.93,Humanities,1
4263,Shakespeare Post-AP,12,95.91,English,1
4264,Seminar in Visual Arts Post-AP,12,98.42,Arts,1
4265,Spanish Language and Culture AP,12,95.51,Foreign Language,1
4266,Calculus I Honors,12,90.45,Math,0
4267,Biology AP,12,83.87,Science,2
4268,Psychology AP,12,92.84,Psychology,0
4269,Social Entrepreneurship III Advanced,12,94.89,Entrepreneurship,1
4270,Shakespeare Post-AP,12,94.5,English,1
4271,Spanish Language and Culture AP,12,92.81,Foreign Language,0
4272,Calculus BC AP,12,89.02,Math,0
4273,Biology AP,12,93.6,Science,1
4274,Social Entrepreneurship III Advanced,12,93.17,Entrepreneurship,0
4275,"Philosophy, Politics, and Economics Post-AP",12,96.67,Law and Politics,1
4276,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4277,Women Writers Post-AP,12,95.59,English,1
4278,Studio Art 2-D Design AP,12,90.48,Arts,0
4279,Spanish Literature and Culture AP,12,88.44,Foreign Language,0
4280,Calculus I Honors,12,90.49,Math,0
4281,Biology AP,12,75.04,Science,2
4282,European History AP,12,92.12,Humanities,0
4283,English Literature and Composition AP,12,77.52,English,2
4284,Art History AP,12,84.32,Humanities,2
4285,Spanish V Honors,12,88.46,Foreign Language,0
4286,Statistics AP,12,78.33,Math,2
4287,Psychology AP,12,74.46,Psychology,2
4288,European History AP,12,77.9,Humanities,2
4289,English Literature and Composition AP,12,94.01,English,1
4290,Spanish Language and Culture AP,12,94.91,Foreign Language,1
4291,Statistics AP,12,94.43,Math,1
4292,Calculus AB AP,12,84.36,Math,2
4293,Chemistry AP,12,84.48,Science,2
4294,Microeconomics AP,12,94.53,Humanities,1
4295,English Literature and Composition AP,12,90.24,English,0
4296,Spanish IV,12,82.4,Foreign Language,2
4297,Calculus I Honors,12,95.2,Math,1
4298,Biology AP,12,84.98,Science,2
4299,Anatomy and Physiology Honors,12,89.63,Science,0
4300,Microeconomics AP,12,84.46,Humanities,2
4301,Shakespeare Post-AP,12,95.63,English,1
4302,Spanish: 20th Century Latin American Literature Post-AP,12,98.92,Foreign Language,1
4303,Statistics AP,12,96.5,Math,1
4304,Calculus BC AP,12,90.33,Math,0
4305,Environmental Science AP,12,95.51,Science,1
4306,Microeconomics AP,12,93.47,Humanities,1
4307,Women Writers Post-AP,12,95.79,English,1
4308,Spanish Language and Culture AP,12,95.5,Foreign Language,1
4309,Calculus BC AP,12,87.28,Math,0
4310,Biology Post-AP,12,94.63,Science,1
4311,Chemistry AP,12,94.46,Science,1
4312,World History AP,12,99.59,Humanities,1
4313,English Literature and Composition AP,12,92.06,English,0
4314,Studio Art Drawing AP,12,93.35,Arts,1
4315,Art History AP,12,95.73,Humanities,1
4316,Spanish V Honors,12,91.62,Foreign Language,0
4317,Calculus I Honors,12,94.35,Math,1
4318,Marine Science Honors,12,89.34,Science,0
4319,English Literature and Composition AP,12,84.61,English,2
4320,Spanish V Honors,12,94.01,Foreign Language,1
4321,Calculus I Honors,12,94.24,Math,1
4322,Biology Post-AP,12,97.87,Science,1
4323,European History AP,12,96.62,Humanities,1
4324,English Literature and Composition AP,12,92.04,English,0
4325,Studio Art 3-D Design AP,12,98.66,Arts,1
4326,French V Honors,12,92.69,Foreign Language,0
4327,Statistics AP,12,86.63,Math,2
4328,Calculus I Honors,12,98.15,Math,1
4329,Biology AP,12,73.34,Science,2
4330,Microeconomics AP,12,85.78,Humanities,2
4331,On The Fringe: Marginalized Voices in Literature Post-AP,12,92.89,English,0
4332,Spanish V Honors,12,92.31,Foreign Language,0
4333,Calculus I Honors,12,92.5,Math,0
4334,Biology AP,12,87.7,Science,0
4335,Psychology AP,12,90.63,Psychology,0
4336,European History AP,12,86.56,Humanities,2
4337,Mythology Classical and World Literature Post-AP,12,92.68,English,0
4338,Chinese Language and Culture AP,12,87.07,Foreign Language,0
4339,Calculus AB AP,12,79.75,Math,2
4340,Biology AP,12,88.44,Science,0
4341,Organic Chemistry Post-AP,12,93.83,Science,1
4342,Microeconomics AP,12,85.94,Humanities,2
4343,English Literature and Composition AP,12,90.02,English,0
4344,Spanish IV,12,83.59,Foreign Language,2
4345,Statistics AP,12,85.68,Math,2
4346,Calculus I Honors,12,87.5,Math,0
4347,Astronomy Honors,12,95.75,Science,1
4348,Microeconomics AP,12,82.87,Humanities,2
4349,On The Fringe: Marginalized Voices in Literature Post-AP,12,97.02,English,1
4350,Spanish V Honors,12,93.84,Foreign Language,1
4351,Calculus BC AP,12,85.62,Math,2
4352,Chemistry AP,12,85.17,Science,2
4353,Science Research III Advanced,12,95.0,Science,1
4354,European History AP,12,93.48,Humanities,1
4355,English Literature and Composition AP,12,92.58,English,0
4356,Seminar in Visual Arts Post-AP,12,98.0,Arts,1
4357,Spanish Language and Culture AP,12,92.2,Foreign Language,0
4358,Statistics AP,12,79.88,Math,2
4359,Astronomy Honors,12,87.46,Science,0
4360,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4361,Mythology Classical and World Literature Post-AP,12,95.7,English,1
4362,Spanish Language and Culture AP,12,95.65,Foreign Language,1
4363,Calculus BC AP,12,86.88,Math,0
4364,Artificial Intelligence Post-AP,12,96.36,Computer Science,1
4365,Physics C AP: Mechanics,12,82.5,Science,2
4366,Microeconomics AP,12,95.33,Humanities,1
4367,English Literature and Composition AP,12,92.6,English,0
4368,Spanish IV,12,95.16,Foreign Language,1
4369,Calculus BC AP,12,96.28,Math,1
4370,Artificial Intelligence Post-AP,12,99.05,Computer Science,1
4371,Physics C AP: Mechanics,12,92.83,Science,0
4372,Microeconomics AP,12,94.34,Humanities,1
4373,Shakespeare Post-AP,12,95.57,English,1
4374,Spanish Language and Culture AP,12,97.3,Foreign Language,1
4375,Calculus AB AP,12,91.9,Math,0
4376,Biology Post-AP,12,93.62,Science,1
4377,Chemistry AP,12,94.32,Science,1
4378,Psychology AP,12,99.22,Psychology,1
4379,European History AP,12,97.62,Humanities,1
4380,Shakespeare Post-AP,12,93.8,English,1
4381,Seminar in Visual Arts Post-AP,12,99.0,Arts,1
4382,Spanish: 20th Century Latin American Literature Post-AP,12,96.58,Foreign Language,1
4383,Calculus BC AP,12,94.55,Math,1
4384,Biology AP,12,94.93,Science,1
4385,European History AP,12,97.6,Humanities,1
4386,Microeconomics AP,12,94.85,Humanities,1
4387,English Literature and Composition AP,12,92.3,English,0
4388,Spanish Language and Culture AP,12,92.95,Foreign Language,0
4389,Calculus BC AP,12,90.8,Math,0
4390,Physics I AP,12,82.84,Science,2
4391,European History AP,12,91.05,Humanities,0
4392,Microeconomics AP,12,86.95,Humanities,0
4393,English Literature and Composition AP,12,89.47,English,0
4394,Spanish: 20th Century Latin American Literature Post-AP,12,94.08,Foreign Language,1
4395,Statistics AP,12,84.4,Math,2
4396,Calculus I Honors,12,89.96,Math,0
4397,Environmental Science AP,12,88.43,Science,0
4398,Social Entrepreneurship III Advanced,12,90.96,Entrepreneurship,0
4399,Microeconomics AP,12,90.31,Humanities,0
4400,Shakespeare Post-AP,12,94.59,English,1
4401,Spanish Language and Culture AP,12,88.15,Foreign Language,0
4402,Calculus AB AP,12,83.5,Math,2
4403,Chemistry AP,12,85.47,Science,2
4404,European History AP,12,88.29,Humanities,0
4405,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4406,Shakespeare Post-AP,12,93.8,English,1
4407,Spanish Literature and Culture AP,12,91.76,Foreign Language,0
